date,product_id,sales,price,stock_level
2023-01-01,1,26,10.815582523639343,374
2023-01-02,1,12,61.13702881858654,249
2023-01-03,1,44,98.97558492495568,105
2023-01-04,1,32,20.84882197027497,287
2023-01-05,1,5,9.435057890431008,436
2023-01-06,1,23,79.05550977327363,169
2023-01-07,1,18,28.9956706350488,406
2023-01-08,1,15,83.8161615085282,431
2023-01-09,1,39,71.87398336827896,291
2023-01-10,1,27,94.83898601982644,218
2023-01-11,1,32,43.84808739688384,142
2023-01-12,1,47,67.88713474781025,390
2023-01-13,1,40,49.161204177260714,442
2023-01-14,1,12,64.90592624431163,106
2023-01-15,1,42,47.711896070735044,228
2023-01-16,1,44,22.92006341028711,398
2023-01-17,1,24,53.250254520321185,494
2023-01-18,1,41,55.21549913655702,80
2023-01-19,1,35,82.0073655847153,441
2023-01-20,1,26,74.87446705039021,283
2023-01-21,1,37,68.06020427443718,360
2023-01-22,1,6,15.77177407749439,143
2023-01-23,1,4,73.45854761305293,75
2023-01-24,1,42,52.5289898536789,136
2023-01-25,1,44,89.93945593008513,214
2023-01-26,1,30,92.38773874240157,307
2023-01-27,1,22,10.239876107169618,126
2023-01-28,1,41,82.96094823367548,445
2023-01-29,1,9,8.581252090153708,276
2023-01-30,1,31,39.88111444102715,291
2023-01-31,1,42,56.51849768400252,158
2023-02-01,1,29,19.069575869577108,203
2023-02-02,1,38,75.89981219406229,177
2023-02-03,1,30,5.793696896353165,321
2023-02-04,1,17,21.0169096012335,383
2023-02-05,1,35,60.175698836080194,188
2023-02-06,1,1,72.86681839354277,157
2023-02-07,1,13,92.08109475592204,474
2023-02-08,1,12,72.02218193378927,473
2023-02-09,1,28,68.81903067421226,66
2023-02-10,1,11,42.46240890331311,499
2023-02-11,1,38,5.122020425046134,14
2023-02-12,1,1,16.415129579884084,23
2023-02-13,1,31,55.782681751823716,289
2023-02-14,1,12,69.13733915521988,333
2023-02-15,1,45,44.65758697016393,445
2023-02-16,1,26,74.41450609519707,313
2023-02-17,1,48,54.576918056556984,225
2023-02-18,1,40,12.04673858145966,184
2023-02-19,1,16,23.24154384195514,325
2023-02-20,1,39,84.79983120817458,466
2023-02-21,1,30,73.86671092932175,12
2023-02-22,1,33,90.00238876618702,384
2023-02-23,1,23,16.167938666488972,146
2023-02-24,1,44,99.07114078843202,475
2023-02-25,1,34,24.89363782524369,109
2023-02-26,1,47,6.119088247230991,92
2023-02-27,1,5,99.75517921008765,289
2023-02-28,1,18,31.702019117285747,141
2023-03-01,1,29,68.4618479886932,402
2023-03-02,1,6,21.784819846748995,490
2023-03-03,1,9,60.121710558918465,10
2023-03-04,1,40,90.88332371318313,125
2023-03-05,1,31,35.417210905701666,428
2023-03-06,1,33,68.67412772421412,211
2023-03-07,1,27,22.85084093584957,149
2023-03-08,1,14,64.3555628782789,155
2023-03-09,1,29,36.96278342266346,471
2023-03-10,1,36,25.06478456585541,275
2023-03-11,1,28,34.752294816845335,211
2023-03-12,1,21,21.989901508240937,411
2023-03-13,1,3,90.68203024459886,161
2023-03-14,1,19,42.73275420012724,394
2023-03-15,1,31,28.301533972564897,231
2023-03-16,1,35,47.59874489651362,88
2023-03-17,1,49,35.45093584661708,209
2023-03-18,1,3,75.71982911226597,259
2023-03-19,1,26,97.26589162912197,108
2023-03-20,1,16,46.61319738627645,475
2023-03-21,1,11,86.79817299736284,498
2023-03-22,1,21,58.756991988163854,409
2023-03-23,1,16,19.93738818395218,222
2023-03-24,1,9,70.60916049772744,152
2023-03-25,1,0,53.776277226952914,199
2023-03-26,1,21,66.80761970894983,398
2023-03-27,1,25,89.52030419430817,310
2023-03-28,1,17,46.841284212324375,383
2023-03-29,1,49,90.61187420564879,61
2023-03-30,1,13,76.31355635675722,464
2023-03-31,1,46,51.41746795840855,121
2023-04-01,1,28,62.30610288750655,144
2023-04-02,1,11,35.930207589306086,420
2023-04-03,1,35,98.44174347518354,482
2023-04-04,1,34,68.39836048978762,479
2023-04-05,1,11,9.16545098717984,121
2023-04-06,1,6,36.02908104606083,22
2023-04-07,1,28,64.21487120711046,282
2023-04-08,1,10,10.35166139092778,242
2023-04-09,1,32,7.268998175318563,53
2023-04-10,1,5,47.752302755141244,406
2023-04-11,1,46,36.60556707080365,483
2023-04-12,1,14,46.63836776315076,82
2023-04-13,1,31,29.95586443860049,270
2023-04-14,1,10,20.648185959583188,240
2023-04-15,1,22,70.46861891313208,42
2023-04-16,1,25,53.88425604544105,397
2023-04-17,1,33,24.01465006868985,485
2023-04-18,1,45,35.360995494699836,419
2023-04-19,1,33,61.22175122801596,77
2023-04-20,1,28,11.861788085885395,25
2023-04-21,1,3,19.008035880287057,494
2023-04-22,1,16,11.958332390202061,159
2023-04-23,1,34,82.17014660784129,301
2023-04-24,1,12,76.47887715514088,111
2023-04-25,1,40,76.56472852852943,195
2023-04-26,1,38,73.05090763022267,448
2023-04-27,1,14,68.59161524863757,428
2023-04-28,1,28,50.31423196092662,34
2023-04-29,1,28,66.01642553317592,81
2023-04-30,1,10,8.64434770485759,90
2023-05-01,1,31,64.03912015239453,70
2023-05-02,1,1,78.89838202600333,27
2023-05-03,1,46,52.53404423651707,251
2023-05-04,1,13,38.96376620058751,67
2023-05-05,1,19,31.355539806093017,341
2023-05-06,1,21,66.06619476539782,386
2023-05-07,1,10,70.81611386984133,66
2023-05-08,1,26,87.74192198694155,106
2023-05-09,1,2,37.52173783379412,224
2023-05-10,1,16,78.12836920163063,328
2023-05-11,1,43,58.32880329798711,21
2023-05-12,1,27,88.86946661441752,20
2023-05-13,1,28,55.14215028808397,406
2023-05-14,1,20,54.17483369780689,172
2023-05-15,1,46,59.898322736886364,292
2023-05-16,1,15,76.18495873853126,226
2023-05-17,1,36,96.64559548870379,369
2023-05-18,1,19,11.988518650497737,332
2023-05-19,1,5,10.07628722714663,250
2023-05-20,1,18,94.06728205369716,354
2023-05-21,1,4,55.33818442422958,54
2023-05-22,1,2,63.41578638385893,467
2023-05-23,1,0,50.83024215149924,90
2023-05-24,1,37,13.897457997710077,264
2023-05-25,1,14,77.96849094977333,76
2023-05-26,1,33,75.98634128341575,415
2023-05-27,1,34,34.61181554181714,111
2023-05-28,1,48,34.09272829669804,471
2023-05-29,1,24,84.59493118602425,100
2023-05-30,1,23,11.873939485426028,51
2023-05-31,1,11,88.70498909387375,285
2023-06-01,1,17,29.38286054011187,313
2023-06-02,1,14,61.33355103677192,283
2023-06-03,1,43,93.91944700516889,393
2023-06-04,1,15,69.4216376459814,86
2023-06-05,1,26,44.370832184368474,243
2023-06-06,1,7,70.50574984601444,463
2023-06-07,1,45,37.678065450055165,211
2023-06-08,1,24,31.33954955317268,494
2023-06-09,1,16,99.68491140379457,230
2023-06-10,1,28,76.32507196207983,271
2023-06-11,1,7,66.24839785127267,48
2023-06-12,1,14,38.752516105835284,20
2023-06-13,1,26,9.670278769729574,121
2023-06-14,1,45,7.950403223339784,418
2023-06-15,1,49,57.64721926763589,117
2023-06-16,1,6,77.39310849870985,103
2023-06-17,1,2,56.05102309216623,320
2023-06-18,1,28,84.87458183421589,93
2023-06-19,1,43,8.175520643856055,67
2023-06-20,1,23,39.84144726046431,302
2023-06-21,1,2,27.521687161546915,25
2023-06-22,1,19,47.490931974926596,488
2023-06-23,1,45,11.875757353441635,486
2023-06-24,1,14,95.6425059492519,335
2023-06-25,1,24,26.209263101589286,102
2023-06-26,1,29,92.61923867094056,489
2023-06-27,1,13,45.45984972848477,466
2023-06-28,1,6,98.62479265924571,174
2023-06-29,1,16,57.63554642872002,446
2023-06-30,1,43,93.4291220967017,224
2023-07-01,1,19,5.50815392595117,153
2023-07-02,1,35,76.0826865871855,283
2023-07-03,1,8,90.78981204473897,412
2023-07-04,1,37,18.273453863000636,437
2023-07-05,1,47,14.131955914554391,395
2023-07-06,1,21,45.33439768266578,451
2023-07-07,1,1,93.69949608262884,147
2023-07-08,1,23,56.52672321809168,213
2023-07-09,1,7,55.10836405356456,311
2023-07-10,1,10,18.406981238435577,219
2023-07-11,1,12,5.075003553855785,28
2023-07-12,1,16,81.96330862081882,303
2023-07-13,1,7,13.31958348369263,302
2023-07-14,1,20,65.21573277985578,484
2023-07-15,1,17,91.88856317894319,377
2023-07-16,1,29,24.821931750050947,471
2023-07-17,1,17,68.20091944250652,310
2023-07-18,1,45,12.476364787213399,382
2023-07-19,1,46,62.356738664573236,171
2023-07-20,1,30,20.573513490554262,139
2023-07-21,1,37,74.91558824894192,53
2023-07-22,1,31,33.61697300542128,362
2023-07-23,1,10,49.02214583644139,92
2023-07-24,1,44,61.94590149262406,389
2023-07-25,1,24,21.27097401329276,133
2023-07-26,1,32,75.45559276867398,36
2023-07-27,1,37,33.750832360497384,313
2023-07-28,1,40,67.92532669171158,359
2023-07-29,1,7,20.036889816440496,16
2023-07-30,1,10,70.37117762460328,420
2023-07-31,1,21,17.177866916993864,350
2023-08-01,1,23,45.40886714564844,208
2023-08-02,1,40,28.484577005193298,121
2023-08-03,1,16,76.09564869567734,98
2023-08-04,1,11,29.893325428153084,137
2023-08-05,1,45,88.76314410756264,239
2023-08-06,1,31,89.72292008362822,27
2023-08-07,1,14,23.661924946164657,298
2023-08-08,1,15,63.315364775733805,170
2023-08-09,1,21,13.333175963396611,361
2023-08-10,1,27,42.196024462154774,387
2023-08-11,1,19,72.76556430262086,290
2023-08-12,1,32,67.64520845074205,407
2023-08-13,1,9,64.34656359362776,431
2023-08-14,1,39,31.84138204793214,175
2023-08-15,1,31,40.91237019626819,269
2023-08-16,1,49,14.779883746527187,373
2023-08-17,1,32,73.30716794119209,199
2023-08-18,1,1,52.869435695170985,347
2023-08-19,1,32,72.33273507283718,275
2023-08-20,1,32,28.649634855702914,300
2023-08-21,1,40,35.82163172033129,364
2023-08-22,1,12,36.750457039710895,369
2023-08-23,1,29,7.445528925985538,288
2023-08-24,1,32,37.399547918909235,226
2023-08-25,1,12,81.31393448421319,330
2023-08-26,1,25,90.24335709622515,347
2023-08-27,1,21,54.23073998541311,216
2023-08-28,1,38,48.27266104582592,162
2023-08-29,1,1,7.9283387764401745,489
2023-08-30,1,37,88.52441207061135,190
2023-08-31,1,38,6.235970275457908,221
2023-09-01,1,25,94.75125761997012,282
2023-09-02,1,45,51.475543625368616,450
2023-09-03,1,49,37.48377688959903,212
2023-09-04,1,14,92.8007513100527,214
2023-09-05,1,33,7.31714434545919,482
2023-09-06,1,41,60.23536501256328,413
2023-09-07,1,43,57.14858982743707,393
2023-09-08,1,48,25.835438115081296,162
2023-09-09,1,39,45.744305978270006,179
2023-09-10,1,10,66.96508056465817,438
2023-09-11,1,2,74.07746370378311,250
2023-09-12,1,5,5.068101577125079,296
2023-09-13,1,8,94.00107585864646,254
2023-09-14,1,5,20.629910377317177,330
2023-09-15,1,8,27.190141251124125,445
2023-09-16,1,38,30.029977340915583,89
2023-09-17,1,30,8.592912972443354,101
2023-09-18,1,31,16.68995174108087,158
2023-09-19,1,40,98.70324267969539,39
2023-09-20,1,49,34.94559005084217,132
2023-09-21,1,11,15.953603582209688,396
2023-09-22,1,7,15.164169811589215,491
2023-09-23,1,7,73.34869692864733,335
2023-09-24,1,49,86.18402308310088,436
2023-09-25,1,27,29.410468453304638,38
2023-09-26,1,19,6.986403671847322,268
2023-09-27,1,46,26.193551752308803,195
2023-09-28,1,6,10.368990625691946,426
2023-09-29,1,10,14.822518979853944,84
2023-09-30,1,19,45.99327138552602,54
2023-10-01,1,15,26.842245231855095,78
2023-10-02,1,3,54.014858459915224,425
2023-10-03,1,5,29.081906559433087,376
2023-10-04,1,21,94.35104360478003,219
2023-10-05,1,25,91.06467695299513,248
2023-10-06,1,2,58.846579975994274,349
2023-10-07,1,40,38.67027923880168,317
2023-10-08,1,41,41.20895379329988,201
2023-10-09,1,13,44.125966898727214,381
2023-10-10,1,10,74.12003560281968,112
2023-10-11,1,17,47.9057045742896,250
2023-10-12,1,11,86.38934491806025,262
2023-10-13,1,22,94.68900466338464,433
2023-10-14,1,11,36.914884570998716,229
2023-10-15,1,12,58.26597573068961,406
2023-10-16,1,24,14.030370999093622,483
2023-10-17,1,44,24.044559537804105,345
2023-10-18,1,18,44.27924783746521,226
2023-10-19,1,45,24.589258010668992,211
2023-10-20,1,35,88.27324662492816,38
2023-10-21,1,44,20.037194325614315,456
2023-10-22,1,7,48.28777804754374,495
2023-10-23,1,28,62.54142784368819,221
2023-10-24,1,31,70.72707127528022,163
2023-10-25,1,43,41.39159012401814,489
2023-10-26,1,17,87.5644115288492,240
2023-10-27,1,5,58.99031935240293,111
2023-10-28,1,17,46.75323914251742,324
2023-10-29,1,18,11.387860234943478,186
2023-10-30,1,21,49.145499502290676,190
2023-10-31,1,36,82.96990487749437,481
2023-11-01,1,31,63.38139673102497,424
2023-11-02,1,40,84.05543310426624,241
2023-11-03,1,2,51.93110870693403,21
2023-11-04,1,27,16.253861983975774,195
2023-11-05,1,9,6.295785354408702,258
2023-11-06,1,34,33.80585693826616,429
2023-11-07,1,28,71.30909479229028,275
2023-11-08,1,14,80.07469087446091,399
2023-11-09,1,32,33.09651928893129,144
2023-11-10,1,6,52.08712248390847,254
2023-11-11,1,11,45.00629592123775,40
2023-11-12,1,48,43.999664513385646,356
2023-11-13,1,29,26.978127754014295,465
2023-11-14,1,20,17.955254977798546,268
2023-11-15,1,30,23.685413031965247,113
2023-11-16,1,23,10.256576780517879,440
2023-11-17,1,19,23.82242047323982,391
2023-11-18,1,36,5.8740852744110486,478
2023-11-19,1,3,64.58954806041794,10
2023-11-20,1,27,35.05566370182987,438
2023-11-21,1,43,97.44874758555632,447
2023-11-22,1,19,23.4031198237483,443
2023-11-23,1,23,37.85371417941142,216
2023-11-24,1,49,38.99491007094566,144
2023-11-25,1,48,5.802892125933751,456
2023-11-26,1,31,84.7247555387486,280
2023-11-27,1,40,8.039473713710848,98
2023-11-28,1,35,94.31708429927794,204
2023-11-29,1,33,89.74706335389396,423
2023-11-30,1,35,55.874582028166536,131
2023-12-01,1,1,56.64157961657275,471
2023-12-02,1,14,67.10890268083486,125
2023-12-03,1,33,41.76975113381426,205
2023-12-04,1,35,66.48611692279627,45
2023-12-05,1,5,9.252996925406253,76
2023-12-06,1,38,10.134524598224024,142
2023-12-07,1,41,48.43688986385671,290
2023-12-08,1,11,57.21411860507332,488
2023-12-09,1,2,89.34267583190281,20
2023-12-10,1,44,14.942760221250145,465
2023-12-11,1,17,83.15155308341949,227
2023-12-12,1,39,24.95449704274661,331
2023-12-13,1,20,42.437946608453025,165
2023-12-14,1,14,35.077231308604226,249
2023-12-15,1,32,43.014750922212905,69
2023-12-16,1,34,19.29707231689563,147
2023-12-17,1,25,52.83915706833772,59
2023-12-18,1,7,81.15604603397989,176
2023-12-19,1,35,46.94573098599521,174
2023-12-20,1,47,51.60828971032891,328
2023-12-21,1,29,85.63292060172485,198
2023-12-22,1,22,72.07552089061292,496
2023-12-23,1,41,51.59316880937955,478
2023-12-24,1,43,29.481086577972068,101
2023-12-25,1,13,89.06804095027184,303
2023-12-26,1,13,59.816938160603044,385
2023-12-27,1,1,26.00902296051587,298
2023-12-28,1,36,30.566376500610986,84
2023-12-29,1,4,81.29764344894336,54
2023-12-30,1,37,9.19382839830827,437
2023-12-31,1,44,99.24875776773791,394
2024-01-01,1,40,17.38340957290522,62
2024-01-02,1,46,80.62650991270905,184
2024-01-03,1,13,42.503655093309874,170
2024-01-04,1,38,51.760537412309354,76
2024-01-05,1,24,88.6618048591349,483
2024-01-06,1,19,44.226563010975255,408
2024-01-07,1,1,56.06190659895728,370
2024-01-08,1,38,9.683467928871146,279
2024-01-09,1,5,5.22301001740805,416
2024-01-10,1,16,28.25598793516396,133
2024-01-11,1,24,69.6553938272829,191
2024-01-12,1,27,16.520164869117988,385
2024-01-13,1,1,15.807386086432196,401
2024-01-14,1,34,44.04125776341081,191
2024-01-15,1,36,66.54451866778152,45
2024-01-16,1,4,72.6468392635534,221
2024-01-17,1,0,21.952814039345604,393
2024-01-18,1,39,12.560874000344032,445
2024-01-19,1,11,94.3377182248267,143
2024-01-20,1,35,29.763306343399663,362
2024-01-21,1,44,86.06791727282877,421
2024-01-22,1,22,87.03168779396773,187
2024-01-23,1,46,78.38964621744172,175
2024-01-24,1,30,21.03919263199416,423
2024-01-25,1,10,83.07113862914903,346
2024-01-26,1,9,78.07880312795074,338
2024-01-27,1,2,61.68868406009062,485
2024-01-28,1,13,37.03419334105051,447
2024-01-29,1,15,29.93831740532169,336
2024-01-30,1,9,16.579475147634103,55
2024-01-31,1,28,53.426921355582785,165
2024-02-01,1,9,60.59978317343542,410
2024-02-02,1,11,39.13720409899979,497
2024-02-03,1,29,50.15911142968251,441
2024-02-04,1,40,39.533873450080335,437
2024-02-05,1,0,65.89557544546662,245
2024-02-06,1,4,90.61962474067352,325
2024-02-07,1,19,20.572424894459765,69
2024-02-08,1,7,41.23383694079673,14
2024-02-09,1,42,18.382517375331823,462
2024-02-10,1,11,64.36965818874404,471
2024-02-11,1,0,74.2426984014166,463
2024-02-12,1,19,93.5317095967583,400
2024-02-13,1,27,31.492832994791666,190
2024-02-14,1,42,95.27006455721586,154
2024-02-15,1,36,11.009953822964107,324
2024-02-16,1,46,62.286317019635874,274
2024-02-17,1,36,10.427608337616348,232
2024-02-18,1,11,89.90854783738476,415
2024-02-19,1,36,55.331860421655136,310
2024-02-20,1,48,68.58809332246562,466
2024-02-21,1,48,83.99952296149299,452
2024-02-22,1,43,19.27950913597703,345
2024-02-23,1,27,8.666198384122715,493
2024-02-24,1,46,88.49370886172096,491
2024-02-25,1,14,34.91865660859858,246
2024-02-26,1,5,17.252996253080703,22
2024-02-27,1,43,49.50381752327322,348
2024-02-28,1,19,61.83907719112179,277
2024-02-29,1,49,7.942207325138462,429
2024-03-01,1,13,31.115087534423335,275
2024-03-02,1,1,8.11598805630512,25
2024-03-03,1,8,44.9318619735724,101
2024-03-04,1,36,90.03450276129321,257
2024-03-05,1,19,98.35197909188908,28
2024-03-06,1,25,65.51951758284461,369
2024-03-07,1,28,20.355580909536222,399
2024-03-08,1,0,91.05569204993405,397
2024-03-09,1,34,54.04354320400574,423
2024-03-10,1,5,19.60618464977722,112
2024-03-11,1,36,92.56403359790784,104
2024-03-12,1,4,76.95955981869479,439
2024-03-13,1,32,74.51200090869939,292
2024-03-14,1,48,72.37216686046844,438
2024-03-15,1,13,24.03228300416202,222
2024-03-16,1,11,25.045635712214978,46
2024-03-17,1,41,70.38783485058923,402
2024-03-18,1,19,25.873661260487705,70
2024-03-19,1,49,46.67381119628964,300
2024-03-20,1,23,79.29017343142444,371
2024-03-21,1,42,79.47548921929489,312
2024-03-22,1,33,48.05986838995666,253
2024-03-23,1,24,80.25804413614829,414
2024-03-24,1,49,84.6690706388154,410
2024-03-25,1,28,67.20369637200471,320
2024-03-26,1,38,26.700455969299917,353
2024-03-27,1,30,31.031119136627016,360
2024-03-28,1,46,34.90990976382986,15
2024-03-29,1,42,16.09639023472544,386
2024-03-30,1,49,30.950163935144786,428
2024-03-31,1,22,24.90432630969055,315
2024-04-01,1,43,48.2562312318172,174
2024-04-02,1,37,91.30156704786516,22
2024-04-03,1,19,14.925630091626017,34
2024-04-04,1,22,73.42545277500258,233
2024-04-05,1,44,70.29188541924714,132
2024-04-06,1,15,14.096648873018978,138
2024-04-07,1,49,92.64437846605101,314
2024-04-08,1,41,59.00485920489786,131
2024-04-09,1,7,39.55392450789,44
2024-04-10,1,49,76.87116543205413,92
2024-04-11,1,20,29.449718548155236,318
2024-04-12,1,0,70.88343451940044,445
2024-04-13,1,7,8.772564719363487,191
2024-04-14,1,28,84.74376357288084,85
2024-04-15,1,31,47.576230467025255,113
2024-04-16,1,37,65.48582686400447,241
2024-04-17,1,4,26.017592881634947,312
2024-04-18,1,46,69.32200270255255,52
2024-04-19,1,21,78.36282620986128,413
2024-04-20,1,46,49.95525275401788,426
2024-04-21,1,33,63.68405778587046,102
2024-04-22,1,0,48.35096276312786,153
2024-04-23,1,25,89.93868007949533,263
2024-04-24,1,42,52.29757214886032,87
2024-04-25,1,9,84.9718273577378,272
2024-04-26,1,29,81.12844553567362,79
2024-04-27,1,49,43.99795802809387,158
2024-04-28,1,17,26.85802672646013,301
2024-04-29,1,16,43.57780259317824,223
2024-04-30,1,25,83.49065069864591,369
2024-05-01,1,7,26.625090902842274,319
2024-05-02,1,46,54.82145285648619,156
2024-05-03,1,39,81.57919105627101,34
2024-05-04,1,48,38.58036013719599,332
2024-05-05,1,11,66.00991551525625,493
2024-05-06,1,26,28.33499953463738,118
2024-05-07,1,7,15.381547309975193,190
2024-05-08,1,24,80.46650138382135,260
2024-05-09,1,45,14.402019223827148,491
2024-05-10,1,3,30.781232532560537,212
2024-05-11,1,32,86.2353950897568,313
2024-05-12,1,0,37.91458227247338,179
2024-05-13,1,18,97.4393082038453,184
2024-05-14,1,30,98.07476180351668,356
2024-05-15,1,15,30.486221943087887,179
2024-05-16,1,13,8.892931113739593,11
2024-05-17,1,47,71.98101199951101,143
2024-05-18,1,4,47.843717751592656,136
2024-05-19,1,40,14.571520176159748,55
2024-05-20,1,25,72.21466780291406,203
2024-05-21,1,27,7.961616365632516,371
2024-05-22,1,1,87.668685596763,218
2024-05-23,1,49,18.171990265763853,305
2024-05-24,1,5,17.094628480938873,67
2024-05-25,1,8,21.68886830701553,87
2024-05-26,1,32,96.22530405674632,211
2024-05-27,1,40,70.85108922411537,298
2024-05-28,1,24,81.13029586904548,499
2024-05-29,1,47,42.77532364461154,71
2024-05-30,1,12,36.94970911297078,277
2024-05-31,1,8,27.275980644401145,135
2024-06-01,1,12,50.661562689678846,489
2024-06-02,1,30,57.42372968574601,58
2024-06-03,1,40,65.01861014701177,97
2024-06-04,1,10,29.42625787987598,343
2024-06-05,1,3,95.12213768578411,270
2024-06-06,1,33,21.127057329677903,188
2024-06-07,1,37,96.73705160280917,78
2024-06-08,1,45,6.41133163821286,376
2024-06-09,1,3,50.706940722600336,425
2024-06-10,1,37,36.66994462107347,442
2024-06-11,1,18,47.66672432337383,490
2024-06-12,1,5,59.21313500317496,69
2024-06-13,1,33,46.38097001120736,311
2024-06-14,1,17,44.41045077865152,461
2024-06-15,1,12,74.60872446426413,258
2024-06-16,1,40,70.15824613321413,487
2024-06-17,1,22,84.16077179340554,178
2024-06-18,1,18,28.74610321775208,474
2024-06-19,1,44,62.905208426636044,460
2024-06-20,1,10,60.59350461232112,278
2024-06-21,1,0,40.12509203290543,373
2024-06-22,1,23,51.175466480754686,121
2024-06-23,1,6,34.809303614044225,109
2024-06-24,1,24,18.475217773613593,411
2024-06-25,1,20,25.31111501295962,224
2024-06-26,1,14,15.023796408114103,492
2024-06-27,1,0,69.8916096430618,122
2024-06-28,1,11,67.76910234536939,106
2024-06-29,1,6,95.30760530008791,316
2024-06-30,1,14,74.31944929648792,127
2024-07-01,1,20,9.944354681832486,45
2024-07-02,1,18,89.00329152325065,346
2024-07-03,1,28,86.95414047984394,368
2024-07-04,1,24,47.11543047340638,299
2024-07-05,1,32,60.656989800152544,405
2024-07-06,1,48,97.72744158488929,398
2024-07-07,1,31,55.568914565575795,313
2024-07-08,1,48,91.00557369572853,369
2024-07-09,1,34,12.888681991967712,356
2024-07-10,1,43,23.14992752732487,133
2024-07-11,1,37,46.87171962692519,49
2024-07-12,1,25,60.55189679204395,150
2024-07-13,1,10,82.54164592696603,35
2024-07-14,1,34,98.88490093860275,151
2024-07-15,1,7,41.94089216504106,361
2024-07-16,1,45,9.50448543330807,404
2024-07-17,1,13,81.11129281305585,431
2024-07-18,1,9,62.41616831286677,345
2024-07-19,1,1,23.86157159247916,66
2024-07-20,1,45,52.00870337903491,159
2024-07-21,1,8,75.51947332570381,376
2024-07-22,1,2,78.18911977152116,409
2024-07-23,1,20,52.46374913988239,214
2024-07-24,1,25,33.99538036224162,85
2024-07-25,1,7,97.50554529365688,475
